105,405,73433730727,73433730727,1,20151001,20991231,1,1
105,405,73433730730,73433730730,1,20151001,20991231,1,1
105,405,73433730734,73433730734,1,20151001,20991231,1,1
105,405,73433730735,73433730735,1,20151001,20991231,1,1
105,405,73433730739,73433730739,1,20151001,20991231,1,1
105,405,73433730740,73433730741,1,20151001,20991231,1,1
105,405,73433730742,73433730742,1,20151001,20991231,1,1
105,405,73433730743,73433730743,1,20151001,20991231,1,1
105,405,73433730745,73433730745,1,20151001,20991231,1,1
105,405,73433730746,73433730746,1,20151001,20991231,1,1
105,405,73433730748,73433730748,1,20151001,20991231,1,1
105,405,73433730751,73433730753,1,20151001,20991231,1,1
105,405,73433730755,73433730757,1,20151001,20991231,1,1
105,405,73433730760,73433730760,1,20151001,20991231,1,1
105,405,73433730761,73433730763,1,20151001,20991231,1,1
105,405,73433730764,73433730765,1,20151001,20991231,1,1
105,405,73433730767,73433730768,1,20151001,20991231,1,1
105,405,73433730769,73433730769,1,20151001,20991231,1,1
105,405,73433730770,73433730770,1,20151001,20991231,1,1
105,405,73433730771,73433730773,1,20151001,20991231,1,1
105,405,73433730774,73433730774,1,20151001,20991231,1,1
105,405,73433730776,73433730776,1,20151001,20991231,1,1
105,405,73433730780,73433730780,1,20151001,20991231,1,1
105,405,73433730784,73433730787,1,20151001,20991231,1,1
105,405,73433730789,73433730789,1,20151001,20991231,1,1
105,405,73433730790,73433730790,1,20151001,20991231,1,1
105,405,73433730791,73433730791,1,20151001,20991231,1,1
105,405,73433730792,73433730792,1,20151001,20991231,1,1
105,405,73433730793,73433730799,1,20151001,20991231,1,1
105,405,73433730801,73433730801,1,20151001,20991231,1,1
105,405,73433730802,73433730802,1,20151001,20991231,1,1
105,405,73433730803,73433730804,1,20151001,20991231,1,1
105,405,73433730806,73433730806,1,20151001,20991231,1,1
105,405,73433730808,73433730808,1,20151001,20991231,1,1
105,405,73433730810,73433730810,1,20151001,20991231,1,1
105,405,73433730812,73433730812,1,20151001,20991231,1,1
105,405,73433730813,73433730813,1,20151001,20991231,1,1
105,405,73433730814,73433730814,1,20151001,20991231,1,1
105,405,73433730818,73433730819,1,20151001,20991231,1,1
105,405,73433730820,73433730820,1,20151001,20991231,1,1
105,405,73433730821,73433730821,1,20151001,20991231,1,1
105,405,73433730822,73433730822,1,20151001,20991231,1,1
105,405,73433730823,73433730824,1,20151001,20991231,1,1
105,405,73433730827,73433730827,1,20151001,20991231,1,1
105,405,73433730829,73433730829,1,20151001,20991231,1,1
105,405,73433730831,73433730834,1,20151001,20991231,1,1
105,405,73433730838,73433730838,1,20151001,20991231,1,1
105,405,73433730840,73433730840,1,20151001,20991231,1,1
105,405,73433730842,73433730842,1,20151001,20991231,1,1
105,405,73433730846,73433730847,1,20151001,20991231,1,1
105,405,73433730849,73433730855,1,20151001,20991231,1,1
105,405,73433730857,73433730857,1,20151001,20991231,1,1
105,405,73433730859,73433730860,1,20151001,20991231,1,1
105,405,73433730861,73433730863,1,20151001,20991231,1,1
