105,405,73432140001,73432140001,1,20151001,20991231,1,1,1
105,405,73432140004,73432140004,1,20151001,20991231,1,1,1
105,405,73432140005,73432140005,1,20151001,20991231,1,1,1
105,405,73432140008,73432140010,1,20151001,20991231,1,1,1
105,405,73432140014,73432140016,1,20151001,20991231,1,1,1
105,405,73432140017,73432140017,1,20151001,20991231,1,1,1
105,405,73432140019,73432140019,1,20151001,20991231,1,1,1
105,405,73432140020,73432140020,1,20151001,20991231,1,1,1
105,405,73432140021,73432140023,1,20151001,20991231,1,1,1
105,405,73432140025,73432140026,1,20151001,20991231,1,1,1
105,405,73432140027,73432140027,1,20151001,20991231,1,1,1
105,405,73432140028,73432140029,1,20151001,20991231,1,1,1
105,405,73432140031,73432140032,1,20151001,20991231,1,1,1
105,405,73432140037,73432140037,1,20151001,20991231,1,1,1
105,405,73432140039,73432140039,1,20151001,20991231,1,1,1
105,405,73432140041,73432140041,1,20151001,20991231,1,1,1
105,405,73432140044,73432140044,1,20151001,20991231,1,1,1
105,405,73432140045,73432140047,1,20151001,20991231,1,1,1
105,405,73432140049,73432140049,1,20151001,20991231,1,1,1
105,405,73432140054,73432140055,1,20151001,20991231,1,1,1
105,405,73432140057,73432140057,1,20151001,20991231,1,1,1
105,405,73432140060,73432140060,1,20151001,20991231,1,1,1
105,405,73432140063,73432140064,1,20151001,20991231,1,1,1
105,405,73432140065,73432140066,1,20151001,20991231,1,1,1
105,405,73432140067,73432140067,1,20151001,20991231,1,1,1
105,405,73432140068,73432140069,1,20151001,20991231,1,1,1
105,405,73432140071,73432140071,1,20151001,20991231,1,1,1
105,405,73432140073,73432140073,1,20151001,20991231,1,1,1
105,405,73432140075,73432140076,1,20151001,20991231,1,1,1
105,405,73432140078,73432140080,1,20151001,20991231,1,1,1
105,405,73432140082,73432140082,1,20151001,20991231,1,1,1
105,405,73432140085,73432140087,1,20151001,20991231,1,1,1
105,405,73432140089,73432140090,1,20151001,20991231,1,1,1
105,405,73432140092,73432140092,1,20151001,20991231,1,1,1
105,405,73432140094,73432140096,1,20151001,20991231,1,1,1
105,405,73432140099,73432140101,1,20151001,20991231,1,1,1
105,405,73432140103,73432140104,1,20151001,20991231,1,1,1
105,405,73432140105,73432140105,1,20151001,20991231,1,1,1
105,405,73432140106,73432140106,1,20151001,20991231,1,1,1
105,405,73432140107,73432140107,1,20151001,20991231,1,1,1
105,405,73432140108,73432140110,1,20151001,20991231,1,1,1
105,405,73432140113,73432140113,1,20151001,20991231,1,1,1
105,405,73432140118,73432140120,1,20151001,20991231,1,1,1
105,405,73432140122,73432140122,1,20151001,20991231,1,1,1
105,405,73432140123,73432140123,1,20151001,20991231,1,1,1
105,405,73432140124,73432140124,1,20151001,20991231,1,1,1
105,405,73432140132,73432140138,1,20151001,20991231,1,1,1
105,405,73432140139,73432140142,1,20151001,20991231,1,1,1
105,405,73432140144,73432140145,1,20151001,20991231,1,1,1
105,405,73432140149,73432140149,1,20151001,20991231,1,1,1
105,405,73432140150,73432140150,1,20151001,20991231,1,1,1
105,405,73432140151,73432140152,1,20151001,20991231,1,1,1
105,405,73432140153,73432140155,1,20151001,20991231,1,1,1
105,405,73432140158,73432140158,1,20151001,20991231,1,1,1
105,405,73432140160,73432140160,1,20151001,20991231,1,1,1
105,405,73432140162,73432140162,1,20151001,20991231,1,1,1
105,405,73432140166,73432140166,1,20151001,20991231,1,1,1
105,405,73432140170,73432140170,1,20151001,20991231,1,1,1
105,405,73432140172,73432140173,1,20151001,20991231,1,1,1
105,405,73432140176,73432140176,1,20151001,20991231,1,1,1
105,405,73432140178,73432140179,1,20151001,20991231,1,1,1
105,405,73432140180,73432140181,1,20151001,20991231,1,1,1
105,405,73432140182,73432140182,1,20151001,20991231,1,1,1
105,405,73432140190,73432140192,1,20151001,20991231,1,1,1
105,405,73432140193,73432140193,1,20151001,20991231,1,1,1
105,405,73432140196,73432140196,1,20151001,20991231,1,1,1
105,405,73432140198,73432140199,1,20151001,20991231,1,1,1
105,405,73432140203,73432140205,1,20151001,20991231,1,1,1
105,405,73432140207,73432140207,1,20151001,20991231,1,1,1
105,405,73432140208,73432140210,1,20151001,20991231,1,1,1
105,405,73432140213,73432140214,1,20151001,20991231,1,1,1
105,405,73432140219,73432140219,1,20151001,20991231,1,1,1
105,405,73432140221,73432140221,1,20151001,20991231,1,1,1
105,405,73432140223,73432140223,1,20151001,20991231,1,1,1
105,405,73432140224,73432140224,1,20151001,20991231,1,1,1
105,405,73432140226,73432140226,1,20151001,20991231,1,1,1
105,405,73432140230,73432140234,1,20151001,20991231,1,1,1
105,405,73432140236,73432140236,1,20151001,20991231,1,1,1
105,405,73432140237,73432140237,1,20151001,20991231,1,1,1
105,405,73432140238,73432140239,1,20151001,20991231,1,1,1
105,405,73432140240,73432140241,1,20151001,20991231,1,1,1
105,405,73432140244,73432140245,1,20151001,20991231,1,1,1
105,405,73432140248,73432140248,1,20151001,20991231,1,1,1
105,405,73432140250,73432140251,1,20151001,20991231,1,1,1
105,405,73432140252,73432140253,1,20151001,20991231,1,1,1
105,405,73432140256,73432140256,1,20151001,20991231,1,1,1
105,405,73432140259,73432140259,1,20151001,20991231,1,1,1
105,405,73432140262,73432140262,1,20151001,20991231,1,1,1
105,405,73432140265,73432140268,1,20151001,20991231,1,1,1
105,405,73432140269,73432140269,1,20151001,20991231,1,1,1
105,405,73432140271,73432140274,1,20151001,20991231,1,1,1
105,405,73432140277,73432140277,1,20151001,20991231,1,1,1
105,405,73432140282,73432140282,1,20151001,20991231,1,1,1
105,405,73432140283,73432140283,1,20151001,20991231,1,1,1
105,405,73432140285,73432140285,1,20151001,20991231,1,1,1
105,405,73432140286,73432140286,1,20151001,20991231,1,1,1
105,405,73432140288,73432140288,1,20151001,20991231,1,1,1
105,405,73432140292,73432140292,1,20151001,20991231,1,1,1
105,405,73432140293,73432140293,1,20151001,20991231,1,1,1
105,405,73432140297,73432140297,1,20151001,20991231,1,1,1
105,405,73432140298,73432140299,1,20151001,20991231,1,1,1
105,405,73432140302,73432140303,1,20151001,20991231,1,1,1
105,405,73432140305,73432140305,1,20151001,20991231,1,1,1
105,405,73432140308,73432140312,1,20151001,20991231,1,1,1
105,405,73432140314,73432140316,1,20151001,20991231,1,1,1
105,405,73432140323,73432140323,1,20151001,20991231,1,1,1
105,405,73432140325,73432140325,1,20151001,20991231,1,1,1
105,405,73432140327,73432140329,1,20151001,20991231,1,1,1
105,405,73432140331,73432140332,1,20151001,20991231,1,1,1
105,405,73432140334,73432140334,1,20151001,20991231,1,1,1
105,405,73432140336,73432140336,1,20151001,20991231,1,1,1
105,405,73432140339,73432140340,1,20151001,20991231,1,1,1
105,405,73432140342,73432140342,1,20151001,20991231,1,1,1
105,405,73432140344,73432140344,1,20151001,20991231,1,1,1
105,405,73432140345,73432140347,1,20151001,20991231,1,1,1
105,405,73432140349,73432140349,1,20151001,20991231,1,1,1
105,405,73432140352,73432140352,1,20151001,20991231,1,1,1
105,405,73432140358,73432140360,1,20151001,20991231,1,1,1
105,405,73432140361,73432140362,1,20151001,20991231,1,1,1
105,405,73432140366,73432140369,1,20151001,20991231,1,1,1
105,405,73432140371,73432140372,1,20151001,20991231,1,1,1
105,405,73432140373,73432140374,1,20151001,20991231,1,1,1
105,405,73432140377,73432140378,1,20151001,20991231,1,1,1
105,405,73432140383,73432140383,1,20151001,20991231,1,1,1
105,405,73432140384,73432140384,1,20151001,20991231,1,1,1
105,405,73432140385,73432140385,1,20151001,20991231,1,1,1
105,405,73432140388,73432140388,1,20151001,20991231,1,1,1
105,405,73432140389,73432140390,1,20151001,20991231,1,1,1
105,405,73432140391,73432140391,1,20151001,20991231,1,1,1
105,405,73432140394,73432140396,1,20151001,20991231,1,1,1
105,405,73432140398,73432140398,1,20151001,20991231,1,1,1
105,405,73432140400,73432140402,1,20151001,20991231,1,1,1
105,405,73432140403,73432140403,1,20151001,20991231,1,1,1
105,405,73432140406,73432140406,1,20151001,20991231,1,1,1
105,405,73432140408,73432140408,1,20151001,20991231,1,1,1
105,405,73432140409,73432140409,1,20151001,20991231,1,1,1
105,405,73432140410,73432140410,1,20151001,20991231,1,1,1
105,405,73432140411,73432140411,1,20151001,20991231,1,1,1
105,405,73432140413,73432140414,1,20151001,20991231,1,1,1
105,405,73432140421,73432140421,1,20151001,20991231,1,1,1
105,405,73432140422,73432140422,1,20151001,20991231,1,1,1
105,405,73432140423,73432140423,1,20151001,20991231,1,1,1
105,405,73432140425,73432140425,1,20151001,20991231,1,1,1
105,405,73432140426,73432140426,1,20151001,20991231,1,1,1
105,405,73432140430,73432140430,1,20151001,20991231,1,1,1
105,405,73432140431,73432140432,1,20151001,20991231,1,1,1
105,405,73432140437,73432140438,1,20151001,20991231,1,1,1
105,405,73432140441,73432140441,1,20151001,20991231,1,1,1
105,405,73432140443,73432140443,1,20151001,20991231,1,1,1
105,405,73432140444,73432140445,1,20151001,20991231,1,1,1
105,405,73432140447,73432140449,1,20151001,20991231,1,1,1
105,405,73432140454,73432140454,1,20151001,20991231,1,1,1
105,405,73432140455,73432140455,1,20151001,20991231,1,1,1
105,405,73432140457,73432140457,1,20151001,20991231,1,1,1
105,405,73432140459,73432140460,1,20151001,20991231,1,1,1
105,405,73432140464,73432140465,1,20151001,20991231,1,1,1
105,405,73432140468,73432140468,1,20151001,20991231,1,1,1
105,405,73432140470,73432140470,1,20151001,20991231,1,1,1
105,405,73432140471,73432140471,1,20151001,20991231,1,1,1
105,405,73432140475,73432140475,1,20151001,20991231,1,1,1
105,405,73432140477,73432140477,1,20151001,20991231,1,1,1
105,405,73432140479,73432140480,1,20151001,20991231,1,1,1
105,405,73432140485,73432140490,1,20151001,20991231,1,1,1
105,405,73432140493,73432140494,1,20151001,20991231,1,1,1
105,405,73432140495,73432140496,1,20151001,20991231,1,1,1
105,405,73432140498,73432140498,1,20151001,20991231,1,1,1
105,405,73432140501,73432140501,1,20151001,20991231,1,1,1
105,405,73432140502,73432140502,1,20151001,20991231,1,1,1
105,405,73432140504,73432140504,1,20151001,20991231,1,1,1
105,405,73432140506,73432140506,1,20151001,20991231,1,1,1
105,405,73432140508,73432140508,1,20151001,20991231,1,1,1
105,405,73432140512,73432140513,1,20151001,20991231,1,1,1
105,405,73432140519,73432140519,1,20151001,20991231,1,1,1
105,405,73432140522,73432140526,1,20151001,20991231,1,1,1
105,405,73432140532,73432140534,1,20151001,20991231,1,1,1
105,405,73432140536,73432140537,1,20151001,20991231,1,1,1
105,405,73432140539,73432140539,1,20151001,20991231,1,1,1
105,405,73432140541,73432140541,1,20151001,20991231,1,1,1
105,405,73432140546,73432140546,1,20151001,20991231,1,1,1
105,405,73432140548,73432140548,1,20151001,20991231,1,1,1
105,405,73432140549,73432140549,1,20151001,20991231,1,1,1
105,405,73432140550,73432140550,1,20151001,20991231,1,1,1
105,405,73432140554,73432140555,1,20151001,20991231,1,1,1
105,405,73432140558,73432140560,1,20151001,20991231,1,1,1
105,405,73432140563,73432140563,1,20151001,20991231,1,1,1
105,405,73432140566,73432140566,1,20151001,20991231,1,1,1
105,405,73432140568,73432140568,1,20151001,20991231,1,1,1
105,405,73432140570,73432140570,1,20151001,20991231,1,1,1
105,405,73432140574,73432140575,1,20151001,20991231,1,1,1
105,405,73432140583,73432140583,1,20151001,20991231,1,1,1
105,405,73432140585,73432140585,1,20151001,20991231,1,1,1
105,405,73432140586,73432140586,1,20151001,20991231,1,1,1
105,405,73432140588,73432140588,1,20151001,20991231,1,1,1
105,405,73432140591,73432140592,1,20151001,20991231,1,1,1
105,405,73432140607,73432140609,1,20151001,20991231,1,1,1
105,405,73432140613,73432140615,1,20151001,20991231,1,1,1
105,405,73432140621,73432140621,1,20151001,20991231,1,1,1
105,405,73432140624,73432140624,1,20151001,20991231,1,1,1
105,405,73432140626,73432140626,1,20151001,20991231,1,1,1
105,405,73432140628,73432140628,1,20151001,20991231,1,1,1
105,405,73432140630,73432140630,1,20151001,20991231,1,1,1
105,405,73432140631,73432140631,1,20151001,20991231,1,1,1
105,405,73432140632,73432140632,1,20151001,20991231,1,1,1
105,405,73432140635,73432140635,1,20151001,20991231,1,1,1
105,405,73432140640,73432140640,1,20151001,20991231,1,1,1
105,405,73432140644,73432140644,1,20151001,20991231,1,1,1
105,405,73432140646,73432140646,1,20151001,20991231,1,1,1
105,405,73432140647,73432140647,1,20151001,20991231,1,1,1
105,405,73432140648,73432140648,1,20151001,20991231,1,1,1
105,405,73432140651,73432140652,1,20151001,20991231,1,1,1
105,405,73432140654,73432140655,1,20151001,20991231,1,1,1
105,405,73432140657,73432140657,1,20151001,20991231,1,1,1
105,405,73432140659,73432140659,1,20151001,20991231,1,1,1
105,405,73432140661,73432140664,1,20151001,20991231,1,1,1
105,405,73432140667,73432140668,1,20151001,20991231,1,1,1
105,405,73432140671,73432140671,1,20151001,20991231,1,1,1
105,405,73432140673,73432140674,1,20151001,20991231,1,1,1
105,405,73432140676,73432140676,1,20151001,20991231,1,1,1
105,405,73432140677,73432140677,1,20151001,20991231,1,1,1
105,405,73432140680,73432140680,1,20151001,20991231,1,1,1
105,405,73432140682,73432140683,1,20151001,20991231,1,1,1
105,405,73432140685,73432140687,1,20151001,20991231,1,1,1
105,405,73432140690,73432140690,1,20151001,20991231,1,1,1
105,405,73432140691,73432140691,1,20151001,20991231,1,1,1
105,405,73432140695,73432140695,1,20151001,20991231,1,1,1
105,405,73432140701,73432140701,1,20151001,20991231,1,1,1
105,405,73432140702,73432140702,1,20151001,20991231,1,1,1
105,405,73432140703,73432140704,1,20151001,20991231,1,1,1
105,405,73432140706,73432140707,1,20151001,20991231,1,1,1
105,405,73432140708,73432140708,1,20151001,20991231,1,1,1
105,405,73432140709,73432140709,1,20151001,20991231,1,1,1
105,405,73432140711,73432140711,1,20151001,20991231,1,1,1
105,405,73432140714,73432140714,1,20151001,20991231,1,1,1
105,405,73432140716,73432140717,1,20151001,20991231,1,1,1
105,405,73432140719,73432140719,1,20151001,20991231,1,1,1
105,405,73432140725,73432140725,1,20151001,20991231,1,1,1
105,405,73432140729,73432140731,1,20151001,20991231,1,1,1
