105,405,73432141530,73432141532,1,20151001,20991231,1,1
105,405,73432141536,73432141537,1,20151001,20991231,1,1
105,405,73432141539,73432141540,1,20151001,20991231,1,1
105,405,73432141542,73432141543,1,20151001,20991231,1,1
105,405,73432141544,73432141544,1,20151001,20991231,1,1
105,405,73432141546,73432141549,1,20151001,20991231,1,1
105,405,73432141553,73432141553,1,20151001,20991231,1,1
105,405,73432141555,73432141556,1,20151001,20991231,1,1
105,405,73432141557,73432141559,1,20151001,20991231,1,1
105,405,73432141561,73432141561,1,20151001,20991231,1,1
105,405,73432141562,73432141562,1,20151001,20991231,1,1
105,405,73432141563,73432141563,1,20151001,20991231,1,1
105,405,73432141564,73432141565,1,20151001,20991231,1,1
105,405,73432141566,73432141567,1,20151001,20991231,1,1
105,405,73432141569,73432141571,1,20151001,20991231,1,1
105,405,73432141574,73432141574,1,20151001,20991231,1,1
105,405,73432141578,73432141578,1,20151001,20991231,1,1
105,405,73432141580,73432141581,1,20151001,20991231,1,1
105,405,73432141583,73432141584,1,20151001,20991231,1,1
105,405,73432141588,73432141590,1,20151001,20991231,1,1
105,405,73432141592,73432141593,1,20151001,20991231,1,1
105,405,73432141595,73432141595,1,20151001,20991231,1,1
105,405,73432141596,73432141596,1,20151001,20991231,1,1
105,405,73432141597,73432141598,1,20151001,20991231,1,1
105,405,73432141633,73432141634,1,20151001,20991231,1,1
105,405,73432141638,73432141638,1,20151001,20991231,1,1
105,405,73432141641,73432141644,1,20151001,20991231,1,1
105,405,73432141646,73432141646,1,20151001,20991231,1,1
105,405,73432141648,73432141651,1,20151001,20991231,1,1
105,405,73432141653,73432141653,1,20151001,20991231,1,1
105,405,73432141654,73432141654,1,20151001,20991231,1,1
105,405,73432141655,73432141655,1,20151001,20991231,1,1
105,405,73432141657,73432141657,1,20151001,20991231,1,1
105,405,73432141659,73432141662,1,20151001,20991231,1,1
105,405,73432141665,73432141665,1,20151001,20991231,1,1
105,405,73432141668,73432141668,1,20151001,20991231,1,1
105,405,73432141670,73432141670,1,20151001,20991231,1,1
105,405,73432141671,73432141672,1,20151001,20991231,1,1
105,405,73432141674,73432141676,1,20151001,20991231,1,1
105,405,73432141677,73432141677,1,20151001,20991231,1,1
105,405,73432141679,73432141680,1,20151001,20991231,1,1
